BCI-AV#,English,POS,Derivation - explanation,BCI-AV#,POS,Derivation - explanation svenska ,Swedish,BCI-AV#,Norwegian,BCI-AV#,Finnish,BCI-AV#,Hungarian,BCI-AV#,German,BCI-AV#,Dutch,BCI-AV#,Afrikaans,BCI-AV#,Russian,BCI-AV#,Latvian,BCI-AV#,Polish,BCI-AV#,French,BCI-AV#,Spanish,BCI-AV#,Portugese - draft,BCI-AV#,Italian - draft,BCI-AV#,Danish - draft
22589,glass_jar,YELLOW,(can + glass),22589,YELLOW,(can + glass),glasburk,22589,glasskrukke,22589,lasipurkki,22589,konzerves üveg,22589,Einmachglas,22589,"voorraadpot, bokaal",22589,glas bottel,22589,стеклянная банка,22589,stikla trauks,22589,szklany słoik,22589,bocal en verre,22589,jarrón de cristal,22589,frasco de vidro com boca larga,22589,barattolo,22589,krukke
22590,"tin,can",YELLOW,(can + metal [contr.]),22590,YELLOW,(can + metal [contr.]),plåtburk,22590,blikkboks,22590,säilykepurkki,22590,konzervdoboz,22590,"Dose, Büchse",22590,voorraadblik,22590,vorraadblik,22590,жестяная банка,22590,metāla uzglabāšanas trauks,22590,"puszka, kanister",22590,"boîte en fer, boîte de conserve",22590,lata,22590,lata,22590,lattina,22590,"dåse, cylinder, bøtte"
22591,"cookie_jar,biscuit_tin",YELLOW,(can + cookie/biscuit),22591,YELLOW,(can + cookie/biscuit),kakburk,22591,kakeboks,22591,pikkuleipärasia,22591,"kekszes doboz, kétszersültes doboz, sütis doboz",22591,Keksdose,22591,koekjestrommel,22591,"koekieblik, koekiehouer",22591,банка для печенья,22591,cepumu kārba,22591,"słoik z ciasteczkami, pudełko z ciastkami",22591,boîte à biscuits,22591,bote de galletas,22591,biscoitos,22591,scatola dei biscotti,22591,småkagedåse
22592,rolling_pin,YELLOW,(pictograph)  - Character,22592,YELLOW,(pictograph)  - Character,kavel,22592,kjevle,22592,kaulin,22592,gyúrófa,22592,"Nudelholz, Teigrolle",22592,"deegrol, deegroller",22592,deegroller,22592,скалка,22592,mīklas rullis,22592,wałek do ciasta,22592,rouleau à pâtisserie,22592,amasador,22592,rolo da massa,22592,matterello,22592,kagerulle
22593,"hot_tray,chafing_dish",YELLOW,(tray + hot),22593,YELLOW,(tray + hot),värmeplatta,22593,varmeplate,22593,lämpöalusta,22593,"melegítő tálca, forró tálca",22593,"Speisewärmer, Warmhalteplatte",22593,"rechaud, warmhoudplaat",22593,warm plaat,22593,подставка под горячее,22593,karstumizturīgs paliktnis,22593,forma żaroodporna,22593,"chauffe-plats, réchaud",22593,bandeja caliente,22593,fogão de álcool,22593,scalda vivande,22593,
22594,"table_mat,placemat",YELLOW,(protection + table),22594,YELLOW,(protection + table),bordstablett,22594,bordbrikke,22594,pöytäliina,22594,tányéralátét,22594,Untersetzer,22594,placemat,22594,tafel plekmat,22594,"сет, постановочная салфетка",22594,"galda paliktnis, galda sedziņa",22594,"mata na stolik, podkładka",22594,tapis de protection de la table,22594,mantel,22594,protectores de mesa,22594,tovaglietta,22594,bordskåner
22595,"pot_stand,trivet",YELLOW,(protection + table + hot),22595,YELLOW,(protection + table + hot),karottunderlägg,22595,kjeleunderlag gryteunderlag bordskåner,22595,pannunalusta,22595,"edényalátét, lábosalátét",22595,Topfuntersatz,22595,"onderzetter, onderlegger",22595,pot staander,22595,термосалфетка,22595,"katla paliktnis, trijkājis",22595,"podstawka, podkładka pod gorące naczynie",22595,"sous-plat, dessous de plat",22595,salvamanteles,22595,trempe,22595,porta vaso,22595,
22596,"potholder,oven_mitt",YELLOW,(protection + hand + hot),22596,YELLOW,(protection + hand + hot),"grytlapp, grillvante",22596,"gryteklut, grillvott",22596,"pannulappu, patakinnas",22596,edényfogó,22596,"Topflappen, Küchenhandschuh",22596,"ovenwant, pannenlap",22596,oondhandskoen,22596,прихватка,22596,karstumizturīgs cimds,22596,rękawica kuchenna,22596,"gant isolant, manique",22596,agarradera,22596,luvas de cozinha,22596,guanto da forno,22596,"grillhandske, ovnhandske"
22597,"dish_gloves,rubber_gloves",YELLOW,(protection + hand + water),22597,YELLOW,(protection + hand + water),gummihandskar,22597,gummihansker,22597,kumikäsineet,22597,mosogató kesztyű,22597,Gummihandschuh,22597,huishoudhandschoenen,22597,plastiekhandskoene skottelgoed,22597,резиновые перчатки,22597,gumijas cimdi trauku mazgāšanai,22597,"gumowe rękawice, rękawice do zmywania",22597,gant en caoutchouc,22597,guantes de plástico,22597,luvas de borracha,22597,"guanti di gomma, guanti per i piatti",22597,
22598,equator,YELLOW,"(earth + pointer, to the equator)  - Character (superimposed - pointer)",22598,YELLOW,"(earth + pointer, to the equator)  - Character (superimposed - pointer)",ekvatorn,22598,ekvator,22598,päiväntasaaja,22598,"egyenlítő, ekvátor",22598,Äquator,22598,evenaar,22598,ewenaar,22598,экватор,22598,ekvators,22598,równik,22598,équateur,22598,Ecuador,22598,equador,22598,equatore,22598,
22599,South_Pole,YELLOW,"(earth + pointer, to the south pole)  - Character (superimposed - pointer)",22599,YELLOW,"(earth + pointer, to the south pole)  - Character (superimposed - pointer)",Sydpolen,22599,"Sydpolen, Sørpolen",22599,etelänapa,22599,déli-sark,22599,Südpol,22599,Zuidpool,22599,Suidpool,22599,Южный полюс,22599,Dienvidpols,22599,Biegun Południowy,22599,Pôle Sud,22599,Polo Sur,22599,pólo sul,22599,Polo Sud,22599,
22600,North_Pole,YELLOW,"(earth + pointer, to the north pole)  - Character (superimposed - pointer)",22600,YELLOW,"(earth + pointer, to the north pole)  - Character (superimposed - pointer)",Nordpolen,22600,Nordpolen,22600,pohjoisnapa,22600,északi-sark,22600,Nordpol,22600,noordpool,22600,Noordpool,22600,Северный полюс,22600,Ziemeļpols,22600,biegun północny,22600,pôle Nord,22600,Polo Norte,22600,pólo norte,22600,Polo Nord,22600,Nordpolen
22601,continent,YELLOW,(part of + earth),22601,YELLOW,(part of + earth),kontinent,22601,kontinent,22601,manner,22601,"földrész, kontinens",22601,Kontinent,22601,continent,22601,"kontinent, vasteland",22601,континет,22601,kontinents,22601,kontynent,22601,continent,22601,continente,22601,continente,22601,continente,22601,kontinent
22602,Africa,YELLOW,(part of + equator: shuld be understood as a combination of continent and equator),22602,YELLOW,(part of + equator: shuld be understood as a combination of continent and equator),Afrika,22602,Afrika,22602,Afrikka,22602,Afrika,22602,Afrika,22602,Afrika,22602,Afrika,22602,Африка,22602,Āfrika,22602,Afryka,22602,Afrique,22602,África,22602,África,22602,,22602,Afrika
22603,Antarctic,YELLOW,(part of + South Pole: shuld be understood as a combination of continent and South Pole),22603,YELLOW,(part of + South Pole: shuld be understood as a combination of continent and South Pole),Antarktis,22603,Antarktis,22603,etelämanner,22603,Antarktisz,22603,Antarktis,22603,Antarctica,22603,Antartika,22603,Антарктида,22603,Antarktika,22603,Antarktyka,22603,Antarctique,22603,"Región Antártica, Antártico",22603,Antártica,22603,Antartide,22603,Antarktis
22604,Asia,YELLOW,(continent + east),22604,YELLOW,(continent + east),Asien,22604,Asia,22604,aasia,22604,Ázsia,22604,Asien,22604,Azië,22604,Asië,22604,Азия,22604,Āzija,22604,Azja,22604,Asie,22604,Asia,22604,Ásia,22604,,22604,Asien
22605,Australia,YELLOW,(continent + south + east),22605,YELLOW,(continent + south + east),Australien,22605,Australia,22605,Australia,22605,Ausztrália,22605,Australien,22605,Australië,22605,Australië,22605,Австралия,22605,Austrālija,22605,Australia,22605,Australie,22605,Australia,22605,Austrália,22605,,22605,Australien
22606,Europe,YELLOW,(continent + north),22606,YELLOW,(continent + north),Europa,22606,Europa,22606,eurooppa,22606,Európa,22606,Europa,22606,Europa,22606,Europa,22606,Европа,22606,Eiropa,22606,Europa,22606,Europe,22606,Europa,22606,Europa,22606,Europa,22606,Europa
22607,North_America,YELLOW,(continent + north + west),22607,YELLOW,(continent + north + west),Nordamerika,22607,Nord-Amerika,22607,Pohjois-Amerikka,22607,Észak-Amerika,22607,Nordamerika,22607,Noord-Amerika,22607,Noord-Amerika,22607,Северная Америка,22607,Ziemeļamerika,22607,Ameryka Północna,22607,Amérique du Nord,22607,América del Norte,22607,América do Norte,22607,America del nord,22607,Nordamerika
22608,South_America,YELLOW,(continent + south + west),22608,YELLOW,(continent + south + west),Sydamerika,22608,Sør-Amerika,22608,Etelä-Amerikka,22608,Dél-Amerika,22608,Südamerika,22608,Zuid-Amerika,22608,Suid-Amerika,22608,Южная Америка,22608,Dienvidamerika,22608,Ameryka Południowa,22608,Amérique du Sud,22608,América del Sur,22608,América do Sul,22608,Sud America,22608,Sydamerika
22609,Belgium,YELLOW,"(country + strong + intensity: acc. to Caesar, Belgians were the bravest of all people in the Roman empire)",22609,YELLOW,"(country + strong + intensity: acc. to Caesar, Belgians were the bravest of all people in the Roman empire)",Belgien,22609,Belgia,22609,Belgia,22609,Belgium,22609,Belgien,22609,België,22609,België,22609,Бельгия,22609,Beļģija,22609,Belgia,22609,Belgique,22609,Bélgica,22609,Bélgica,22609,Belgio,22609,Belgien
22610,England,YELLOW,(country + rose),22610,YELLOW,(country + rose),England,22610,England,22610,"Englanti, Iso-Britannia",22610,Anglia,22610,"Großbritannien, England",22610,Engeland,22610,Engeland,22610,Англия,22610,Anglija,22610,Anglia,22610,Angleterre,22610,Inglaterra,22610,Reino Unido,22610,Regno Unito,22610,England
22611,rose,YELLOW,(flower + love),22611,YELLOW,(flower + love),ros,22611,rose,22611,ruusu,22611,rózsa,22611,Rose,22611,roos,22611,roos,22611,роза,22611,roze,22611,róża,22611,rose,22611,rosa,22611,rosa,22611,,22611,roser
22612,Norway,YELLOW,(country + fjord),22612,YELLOW,(country + fjord),Norge,22612,Norge,22612,Norja,22612,Norvégia,22612,Norwegen,22612,Noorwegen,22612,Noorweë,22612,Норвегия,22612,Norvēģija,22612,Norwegia,22612,Norvège,22612,Noruega,22612,Noruega,22612,Norvegia,22612,Norge
22613,fjord,YELLOW,(water_(ground_level) + mountain: a long and narrow inlet of the sea in between steep mountains)  - Character (superimposed),22613,YELLOW,(water_(ground_level) + mountain: a long and narrow inlet of the sea in between steep mountains)  - Character (superimposed),fjord,22613,fjord,22613,vuono,22613,fjord,22613,"Fjord, Förde",22613,fjord,22613,fjord,22613,фьорд,22613,fjords,22613,"fiord, głęboka zatoka",22613,fjord,22613,fiordo,22613,fiorde,22613,fiordo,22613,
22614,Scotland,YELLOW,(country + cloth: cloth representing tartan),22614,YELLOW,(country + cloth: cloth representing tartan),Skottland,22614,Skottland,22614,Skotlanti,22614,Skócia,22614,Schottland,22614,Schotland,22614,Skotland,22614,Шотландия,22614,Skotija,22614,Szkocja,22614,Ecosse,22614,Escocia,22614,Escócia,22614,Scozia,22614,
22615,South_Africa,YELLOW,(country + springbok),22615,YELLOW,(country + springbok),Sydafrika,22615,Sør-Afrika,22615,Etelä-Afrikka,22615,Dél-Afrika,22615,Südafrika,22615,Zuid-Afrika,22615,Suid-Afrika,22615,Южная Африка,22615,Dienvidāfrika,22615,Republika Południowej Afryki,22615,Afrique du Sud,22615,África del Sur,22615,África do Sul,22615,Sud Africa,22615,Sydafrika
22616,springbok,YELLOW,(animal_(bovine) + to jump),22616,YELLOW,(animal_(bovine) + to jump),springbock,22616,springbukk,22616,antilooppi,22616,"gazella, dél-afrikai gazella",22616,Springbock,22616,springbok,22616,springbok,22616,"спрингбок, газель",22616,Dienvidāfrikas gazele,22616,"springbok, antylopa południowoafrykańska",22616,springbok,22616,gacela,22616,gazela sul africana,22616,gazzella,22616,
22617,Sweden,YELLOW,(country + three + crown: three crowns have been the symbol for Sweden since The Middle-Ages),22617,YELLOW,(country + three + crown: three crowns have been the symbol for Sweden since The Middle-Ages),Sverige,22617,Sverige,22617,Ruotsi,22617,Svédország,22617,Schweden,22617,Zweden,22617,Swede,22617,Швеция,22617,Zviedrija,22617,Szwecja,22617,Suède,22617,Suecia,22617,Suécia,22617,Svezia,22617,Sverige
22618,crown,YELLOW,(pictograph)  - Character,22618,YELLOW,(pictograph)  - Character,krona,22618,krone,22618,kruunu,22618,korona,22618,Krone,22618,kroon,22618,kroon,22618,корона,22618,kronis,22618,korona,22618,couronne,22618,corona,22618,coroa,22618,corona,22618,krone
22619,The_Nordic_countries,YELLOW,(five + country + north),22619,YELLOW,(five + country + north),Norden,22619,Norden,22619,pohjoismaat,22619,skandináv országok,22619,die nordischen Länder,22619,Scandinavische landen,22619,Skandinawiese lande,22619,Скандинавия,22619,Ziemeļvalstis,22619,kraje nordyckie,22619,"pays scandinaves, pays nordiques",22619,Países nórdicos,22619,Escandinávia,22619,"Scandinavia, Nazioni nordiche",22619,
22620,earthquake,YELLOW,(earth + to shake + intensity),22620,YELLOW,(earth + to shake + intensity),jordbävning,22620,jordskjelv,22620,maanjäristys,22620,földrengés,22620,Erdbeben,22620,aardbeving,22620,aardbewing,22620,землетрясение,22620,zemestrīce,22620,trzęsienie ziemi,22620,tremblement de terre,22620,terremoto,22620,terramoto,22620,terremoto,22620,jordskælv
22621,continental_drift,YELLOW,(continent + back and forth),22621,YELLOW,(continent + back and forth),kontinentaldrift,22621,kontinentaldrift,22621,mannerten liikkuminen,22621,"kontinensek vándorlása, földrészek elmozdulása",22621,Kontinentaldrift,22621,continentverschuiving,22621,kontinentale drywing,22621,континентальный дрейф,22621,kontinentu lēna virzīšanās ,22621,"ruchy, przesuwanie się kontynentów, dryft kontynentalny",22621,"dérive de continent, dérive continentale, déplacement continental",22621,deriva continental,22621,movimento da placa continental,22621,fluttuazione dei continenti,22621,
22622,waterfall,YELLOW,(water + to fall),22622,YELLOW,(water + to fall),vattenfall,22622,"vannfall, foss",22622,vesiputous,22622,vízesés,22622,Wasserfall ,22622,waterval,22622,waterval,22622,водопад,22622,ūdenskritums,22622,wodospad,22622,"chute d'eau, cascade",22622,cascada,22622,,22622,,22622,
22623,rapid(s),YELLOW,(river + intensity + stone: part of a river moving fast over rocks in the river bed),22623,YELLOW,(river + intensity + stone: part of a river moving fast over rocks in the river bed),fors,22623,elvestryk,22623,koski,22623,"zuhatag, zúgó",22623,Stromschnellen,22623,stroomversnelling,22623,stroomversnelling(s),22623,речной порог,22623,krāces,22623,"próg rzeczny, kaskada, katarakta",22623,rapides (cours d'eau),22623,rápidos,22623,rápidos,22623,rapide,22623,
22624,tidal_wave,YELLOW,(wave + enormous),22624,YELLOW,(wave + enormous),flodvåg,22624,flodbølge,22624,"tulva-aalto, vuorovesiaalto",22624,szökőár,22624,"Flutwelle, Springflut",22624,vloedgolf,22624,vloedgolf,22624,приливная волна,22624,paisuma vilnis,22624,fala pływowa,22624,raz-de-marée,22624,maremoto,22624,onda gigantesca,22624,"maroso, cavallone",22624,
22625,inlet,YELLOW,(earth + water_(ground_level) + earth: an arm of water reaching into land)  - Character (superimposed),22625,YELLOW,(earth + water_(ground_level) + earth: an arm of water reaching into land)  - Character (superimposed),sund (vatten),22625,sund (vann),22625,salmi,22625,benyúló kis keskeny öböl,22625,"Meeresarm, (kleine) Bucht, Zulauf",22625,"binnenzee, meer",22625,"mond (meer, see)",22625,пролив,22625,bēgums,22625,"zatoczka, mała zatoka",22625,"crique, bras de mer, bras d'eau",22625,estrecho (agua),22625,enseada,22625,insenatura,22625,
22626,tide,YELLOW,(sea + back and forth: daily variations in surface levels of oceans),22626,YELLOW,(sea + back and forth: daily variations in surface levels of oceans),tidvatten,22626,tidevann,22626,vuorovesi,22626,árapály,22626,"Flut, Tide",22626,getij,22626,gety,22626,морской прилив и отлив,22626,paisums,22626,"pływy (morskie, oceaniczne)",22626,marée,22626,marea,22626,maré,22626,"marea, flusso",22626,
22627,"low_tide,ebb",YELLOW,(tide + low),22627,YELLOW,(tide + low),ebb,22627,"fjære, ebbe",22627,laskuvesi,22627,apály,22627,Ebbe,22627,eb,22627,"laag gety, eb gety",22627,отлив,22627,neliels paisums,22627,odpływ (pływy morskie),22627,marée basse,22627,marea baja,22627,vazante,22627,bassa marea,22627,
22628,high_tide,YELLOW,(tide + high),22628,YELLOW,(tide + high),flod,22628,flo,22628,nousuvesi,22628,dagály,22628,Hochflut,22628,vloed,22628,hoog gety,22628,прилив,22628,liels paisums,22628,wysoki przypływ,22628,marée haute,22628,marea alta,22628,maré alta,22628,alta marea,22628,
22629,low_water,YELLOW,(sea + low),22629,YELLOW,(sea + low),lågvatten,22629,"vann lavt, vannstand lav, lavvann",22629,vesi matalalla,22629,sekély víz,22629,Niedrigwasser,22629,laag water,22629,laag water,22629,"низкая вода, отлив",22629,zems ūdens līmenis,22629,niski poziom wody,22629,bord de mer,22629,bajamar,22629,maré baixa,22629,bassa marea (in generale),22629,
22630,high_water,YELLOW,(sea + high),22630,YELLOW,(sea + high),högvatten,22630,"vann høyt, vannstand høy, høyvann",22630,vesi korkealla,22630,"ár, áradás, dagály",22630,Hochwasser,22630,hoog water,22630,hoog water,22630,"полная вода, паводок",22630,augsts ūdens līmenis,22630,wysoka fala,22630,mer (haute),22630,nivel alto de agua,22630,águas profundas,22630,acqua alta,22630,
22631,spring_(water),YELLOW,(water (ground level) + up),22631,YELLOW,(water (ground level) + up),"vattenkälla, springkälla",22631,springvann,22631,lähde,22631,forrásvíz,22631,"Brunnen, Brunnenschacht",22631,bron,22631,fontein water,22631,водный источник,22631,pavasara plūdi,22631,woda źródlana,22631,source (eau),22631,agua mineral,22631,poço da água,22631,pozzo,22631,brønd
22632,hot_spring,YELLOW,(spring water + hot),22632,YELLOW,(spring water + hot),varmvattenkälla,22632,varm kilde,22632,kuumavesilähde,22632,hőforrás,22632,"Heißquelle, Thermalquelle, (heiße) Quelle",22632,warmwaterbron,22632,warmwaterbron,22632,горячий источник,22632,karstie avoti,22632,"gejzer, gorące źródło",22632,source chaude,22632,manantial termal,22632,terma,22632,primavera calda,22632,
